pair	term1	term2	term2: unigram or bigram	source	relation	relatedness score	pos
(building block, integral part)	building block	integral part	bigram	PhraseTable_co-aligned	None	0.288	n-n
(building block, chain)	building block	chain	unigram	WordNet_is-a	hyponym	0.276	n-n
(building block, thing)	building block	thing	unigram	WordNet_is-a	hypernym	0.272	n-n
(building block, feature)	building block	feature	unigram	PhraseTable_co-aligned	None	0.268	n-n
(building block, class)	building block	class	unigram	PhraseTable_co-aligned	None	0.193	n-n
(building block, aspect)	building block	aspect	unigram	PhraseTable_co-aligned	None	0.191	n-n
(building complex, complex building)	building complex	complex building	bigram	Wikipedia_transposed	None	0.658	n-n
(building complex, structure)	building complex	structure	unigram	WordNet_is-a	hypernym	0.518	n-n
(building complex, college)	building complex	college	unigram	WordNet_is-a	hyponym	0.337	n-n
(building trust, trust building)	building trust	trust building	bigram	Wikipedia_transposed	None	0.728	n-n
(building trust, confidence vote)	building trust	confidence vote	bigram	PhraseTable_co-aligned	None	0.583	n-n
(building trust, confidence level)	building trust	confidence level	bigram	PhraseTable_co-aligned	None	0.545	n-n
(building trust, faith)	building trust	faith	unigram	PhraseTable_co-aligned	None	0.536	n-n
(building trust, fidelity)	building trust	fidelity	unigram	PhraseTable_co-aligned	None	0.515	n-n
(building trust, public confidence)	building trust	public confidence	bigram	PhraseTable_co-aligned	None	0.492	n-n
(building trust, confidential nature)	building trust	confidential nature	bigram	PhraseTable_co-aligned	None	0.417	n-n
(building trust, confidence motion)	building trust	confidence motion	bigram	PhraseTable_co-aligned	None	0.417	n-n
(building trust, support)	building trust	support	unigram	PhraseTable_co-aligned	None	0.383	n-n
(building trust, honour)	building trust	honour	unigram	PhraseTable_co-aligned	None	0.250	n-n
(building trust, distrust)	building trust	distrust	unigram	PhraseTable_co-aligned	None	0.196	n-n
(bus route, path)	bus route	path	unigram	WordNet_is-a	hypernym	0.645	n-n
(bus route, route bus)	bus route	route bus	bigram	Wikipedia_transposed	None	0.552	n-n
(bus route, bus stop)	bus route	bus stop	bigram	WordNet_part-whole	meronym	0.526	n-n
(bus service, transportation company)	bus service	transportation company	bigram	WordNet_is-a	hypernym	0.638	n-n
(bus service, service bus)	bus service	service bus	bigram	Wikipedia_transposed	None	0.544	n-n
(business card, identity card)	business card	identity card	bigram	WordNet_is-a	hypernym	0.664	n-n
(business card, card business)	business card	card business	bigram	Wikipedia_transposed	None	0.368	n-n
(business community, community business)	business community	community business	bigram	Wikipedia_transposed	None	0.655	n-n
(business community, businessmen)	business community	businessmen	unigram	WordNet_synonym	None	0.623	n-n
(business community, corporate world)	business community	corporate world	bigram	PhraseTable_co-aligned	None	0.621	n-n
(business community, venture)	business community	venture	unigram	PhraseTable_co-aligned	None	0.559	n-n
(business community, private enterprise)	business community	private enterprise	bigram	PhraseTable_co-aligned	None	0.519	n-n
(business community, corporate sector)	business community	corporate sector	bigram	PhraseTable_co-aligned	None	0.491	n-n
(business community, profession)	business community	profession	unigram	WordNet_is-a	hypernym	0.448	n-n
(business community, private industry)	business community	private industry	bigram	PhraseTable_co-aligned	None	0.441	n-n
(business community, matter)	business community	matter	unigram	PhraseTable_co-aligned	None	0.388	n-n
(business community, private practice)	business community	private practice	bigram	PhraseTable_co-aligned	None	0.351	n-n
(business community, industry)	business community	industry	unigram	PhraseTable_co-aligned	None	0.331	n-n
(business community, contractor)	business community	contractor	unigram	PhraseTable_co-aligned	None	0.331	n-n
(business community, private)	business community	private	unigram	PhraseTable_co-aligned	None	0.288	n-n
(business development, expansion)	business development	expansion	unigram	PhraseTable_co-aligned	None	0.636	n-n
(business development, development business)	business development	development business	bigram	Wikipedia_transposed	None	0.623	n-n
(business development, commerce)	business development	commerce	unigram	PhraseTable_co-aligned	None	0.586	n-n
(business development, economic growth)	business development	economic growth	bigram	PhraseTable_co-aligned	None	0.586	n-n
(business development, corporation)	business development	corporation	unigram	PhraseTable_co-aligned	None	0.549	n-n
(business development, corporate sector)	business development	corporate sector	bigram	PhraseTable_co-aligned	None	0.542	n-n
(business development, private sector)	business development	private sector	bigram	PhraseTable_co-aligned	None	0.514	n-n
(business development, trade promotion)	business development	trade promotion	bigram	PhraseTable_co-aligned	None	0.508	n-n
(business development, international trade)	business development	international trade	bigram	PhraseTable_co-aligned	None	0.466	n-n
(business development, carrier)	business development	carrier	unigram	PhraseTable_co-aligned	None	0.349	n-n
(business development, case)	business development	case	unigram	PhraseTable_co-aligned	None	0.177	n-n
(business enterprise, commercial venture)	business enterprise	commercial venture	bigram	PhraseTable_co-aligned	None	0.764	n-n
(business enterprise, commerce)	business enterprise	commerce	unigram	WordNet_is-a	hypernym	0.675	n-n
(business enterprise, enterprise business)	business enterprise	enterprise business	bigram	Wikipedia_transposed	None	0.669	n-n
(business enterprise, entrepreneur)	business enterprise	entrepreneur	unigram	PhraseTable_co-aligned	None	0.614	n-n
(business enterprise, establishment)	business enterprise	establishment	unigram	PhraseTable_co-aligned	None	0.607	n-n
(business enterprise, corporate sector)	business enterprise	corporate sector	bigram	PhraseTable_co-aligned	None	0.603	n-n
(business enterprise, business activity)	business enterprise	business activity	bigram	WordNet_part-whole	meronym	0.508	n-n
(business enterprise, private sector)	business enterprise	private sector	bigram	PhraseTable_co-aligned	None	0.444	n-n
(business enterprise, commercial operation)	business enterprise	commercial operation	bigram	PhraseTable_co-aligned	None	0.438	n-n
(business enterprise, executive)	business enterprise	executive	unigram	PhraseTable_co-aligned	None	0.432	n-n
(business enterprise, advertising)	business enterprise	advertising	unigram	WordNet_is-a	hyponym	0.409	n-n
(business enterprise, facility)	business enterprise	facility	unigram	PhraseTable_co-aligned	None	0.387	n-n
(business enterprise, sole)	business enterprise	sole	unigram	PhraseTable_co-aligned	None	0.230	n-n
(business enterprise, common carrier)	business enterprise	common carrier	bigram	PhraseTable_co-aligned	None	0.138	n-n
(business loan, bank loan)	business loan	bank loan	bigram	WordNet_is-a	hypernym	0.693	n-n
(business loan, loan business)	business loan	loan business	bigram	Wikipedia_transposed	None	0.553	n-n
(business management, management business)	business management	management business	bigram	Wikipedia_transposed	None	0.690	n-n
(business management, corporate governance)	business management	corporate governance	bigram	PhraseTable_co-aligned	None	0.496	n-n
(business management, administrative support)	business management	administrative support	bigram	PhraseTable_co-aligned	None	0.475	n-n
(business management, administration)	business management	administration	unigram	PhraseTable_co-aligned	None	0.400	n-n
(business management, resource planning)	business management	resource planning	bigram	PhraseTable_co-aligned	None	0.392	n-n
(business management, governance)	business management	governance	unigram	PhraseTable_co-aligned	None	0.381	n-n
(business management, performance)	business management	performance	unigram	PhraseTable_co-aligned	None	0.372	n-n
(business management, public administration)	business management	public administration	bigram	PhraseTable_co-aligned	None	0.346	n-n
(business management, collective)	business management	collective	unigram	PhraseTable_co-aligned	None	0.339	n-n
(business management, public service)	business management	public service	bigram	PhraseTable_co-aligned	None	0.284	n-n
(business management, field)	business management	field	unigram	PhraseTable_co-aligned	None	0.187	n-n
(business news, news business)	business news	news business	bigram	Wikipedia_transposed	None	0.568	n-n
(business news, newsletter)	business news	newsletter	unigram	PhraseTable_co-aligned	None	0.543	n-n
(business travel, trip)	business travel	trip	unigram	PhraseTable_co-aligned	None	0.772	n-n
(business travel, travel business)	business travel	travel business	bigram	Wikipedia_transposed	None	0.759	n-n
(business travel, travelling)	business travel	travelling	unigram	PhraseTable_co-aligned	None	0.642	n-n
(business travel, foreign service)	business travel	foreign service	bigram	PhraseTable_co-aligned	None	0.358	n-n
(business travel, motel)	business travel	motel	unigram	PhraseTable_co-aligned	None	0.308	n-n
(business travel, employee)	business travel	employee	unigram	PhraseTable_co-aligned	None	0.258	n-n
(business travel, median)	business travel	median	unigram	PhraseTable_co-aligned	None	0.119	n-n
(business women, woman)	business women	woman	unigram	PhraseTable_co-aligned	None	0.769	n-n
(business women, entrepreneur)	business women	entrepreneur	unigram	PhraseTable_co-aligned	None	0.750	n-n
(business women, women business)	business women	women business	bigram	Wikipedia_transposed	None	0.733	n-n
(business women, businessperson)	business women	businessperson	unigram	PhraseTable_co-aligned	None	0.529	n-n
(business women, trade)	business women	trade	unigram	PhraseTable_co-aligned	None	0.307	n-n
(business women, development)	business women	development	unigram	PhraseTable_co-aligned	None	0.258	n-n
(business world, corporate sector)	business world	corporate sector	bigram	PhraseTable_co-aligned	None	0.615	n-n
(business world, world business)	business world	world business	bigram	Wikipedia_transposed	None	0.551	n-n
(business world, private sector)	business world	private sector	bigram	PhraseTable_co-aligned	None	0.509	n-n
(business world, trade)	business world	trade	unigram	PhraseTable_co-aligned	None	0.500	n-n
(business world, corporate community)	business world	corporate community	bigram	PhraseTable_co-aligned	None	0.500	n-n
(business world, sale)	business world	sale	unigram	PhraseTable_co-aligned	None	0.422	n-n
(business world, operation)	business world	operation	unigram	PhraseTable_co-aligned	None	0.325	n-n
(business world, service)	business world	service	unigram	PhraseTable_co-aligned	None	0.198	n-n
(business world, case law)	business world	case law	bigram	PhraseTable_co-aligned	None	0.152	n-n
(business world, refugee law)	business world	refugee law	bigram	PhraseTable_co-aligned	None	0.147	n-n
(business world, item)	business world	item	unigram	PhraseTable_co-aligned	None	0.118	n-n
(cabin class, class cabin)	cabin class	class cabin	bigram	Wikipedia_transposed	None	0.664	a-n
(cabin class, accommodation)	cabin class	accommodation	unigram	WordNet_is-a	hypernym	0.382	a-n
(cable television, telecommunication service)	cable television	telecommunication service	bigram	PhraseTable_co-aligned	None	0.648	n-n
(cable television, telecasting)	cable television	telecasting	unigram	WordNet_is-a	hypernym	0.647	n-n
(cable television, wire)	cable television	wire	unigram	PhraseTable_co-aligned	None	0.586	n-n
(cable television, line)	cable television	line	unigram	PhraseTable_co-aligned	None	0.527	n-n
(cable television, television cable)	cable television	television cable	bigram	Wikipedia_transposed	None	0.475	n-n
(cable television, system)	cable television	system	unigram	PhraseTable_co-aligned	None	0.386	n-n
(cable television, wire rope)	cable television	wire rope	bigram	PhraseTable_co-aligned	None	0.317	n-n
(cable television, distribution system)	cable television	distribution system	bigram	PhraseTable_co-aligned	None	0.289	n-n
(cable television, distribution)	cable television	distribution	unigram	PhraseTable_co-aligned	None	0.286	n-n
(cable television, power line)	cable television	power line	bigram	PhraseTable_co-aligned	None	0.195	n-n
(cable television, rope)	cable television	rope	unigram	PhraseTable_co-aligned	None	0.190	n-n
(cable television, tow line)	cable television	tow line	bigram	PhraseTable_co-aligned	None	0.175	n-n
(cancer cell, tumor)	cancer cell	tumor	unigram	PhraseTable_co-aligned	None	0.780	n-n
(cancer cell, cell cancer)	cancer cell	cell cancer	bigram	Wikipedia_transposed	None	0.714	n-n
(cancer cell, neoplastic cell)	cancer cell	neoplastic cell	bigram	WordNet_is-a	hypernym	0.583	n-n
(capacity building, capability development)	capacity building	capability development	bigram	PhraseTable_co-aligned	None	0.712	n-n
(capacity building, skill development)	capacity building	skill development	bigram	PhraseTable_co-aligned	None	0.653	n-n
(capacity building, skill)	capacity building	skill	unigram	PhraseTable_co-aligned	None	0.634	n-n
(capacity building, building capacity)	capacity building	building capacity	bigram	Wikipedia_transposed	None	0.578	n-n
(capacity building, improved ability)	capacity building	improved ability	bigram	PhraseTable_co-aligned	None	0.534	n-n
(capacity building, potential)	capacity building	potential	unigram	PhraseTable_co-aligned	None	0.526	n-n
(capacity building, development)	capacity building	development	unigram	PhraseTable_co-aligned	None	0.500	n-n
(capacity building, social development)	capacity building	social development	bigram	PhraseTable_co-aligned	None	0.482	n-n
(capacity building, strengthening)	capacity building	strengthening	unigram	PhraseTable_co-aligned	None	0.456	n-n
(capacity building, reinforcement)	capacity building	reinforcement	unigram	PhraseTable_co-aligned	None	0.393	n-n
(capacity building, emergency preparedness)	capacity building	emergency preparedness	bigram	PhraseTable_co-aligned	None	0.268	n-n
(capital investment, investing)	capital investment	investing	unigram	PhraseTable_co-aligned	None	0.776	n-n
(capital investment, investment capital)	capital investment	investment capital	bigram	Wikipedia_transposed	None	0.716	n-n
(capital investment, money)	capital investment	money	unigram	PhraseTable_co-aligned	None	0.675	n-n
(capital investment, principal amount)	capital investment	principal amount	bigram	PhraseTable_co-aligned	None	0.638	n-n
(capital investment, funding)	capital investment	funding	unigram	PhraseTable_co-aligned	None	0.625	n-n
(capital investment, private equity)	capital investment	private equity	bigram	PhraseTable_co-aligned	None	0.551	n-n
(capital investment, asset)	capital investment	asset	unigram	PhraseTable_co-aligned	None	0.547	n-n
(capital investment, real property)	capital investment	real property	bigram	PhraseTable_co-aligned	None	0.516	n-n
(capital investment, fixed asset)	capital investment	fixed asset	bigram	PhraseTable_co-aligned	None	0.509	n-n
